Start Date,Event Category,Description,Event Type,Event Country,Event Province,Event Type V2,Headline,E Latitude,E Longitude
2/22/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, European Union (EU) agreed to a list of sanctions against Russia over its recognition of the independence of Ukraine’s separatist Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR) territories. The measures would target Russia’s access to capital and financial markets and services, banks, public officials and trade with Donetsk People's Republic (DPR)/Luhansk People's Republic (LPR), DW reported. Source link : https://www.dw.com/en/ukraine-crisis-eu-agrees-to-russia-sanctions-package/a-60870787",State Action,Belgium,Brussel,Statement,European Union agrees to Russia's sanctions,50.8476424,4.3571696
3/1/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, Georgian President Salome Zurabishvili met with European Union (EU) leaders Charles Michel and Ursula von der Leyen. They discussed the war in Ukraine and also about situation in Georgia. They also discussed about Ukrainian and Moldovan European integration, and cyber and hybrid warfare cooperation, Civil reported. Source link : https://civil.ge/archives/476532",State Action,Belgium,Brussels,Statement,Georgian President meets EU leaders to discuss about war in Ukraine,50.8476424,4.3571696
3/2/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, European Union (EU) imposed sanctions in response to Russia's invasion of Ukraine. It suspended the broadcasting of Russia's state-owned media outlets Russia Today (RT) and Sputnik in the EU member states, Council of the European Union reported. Source link : https://www.consilium.europa.eu/en/press/press-releases/2022/03/02/eu-imposes-sanctions-on-state-owned-outlets-rt-russia-today-and-sputnik-s-broadcasting-in-the-eu/",State Action,Belgium,Brussels,Statement,European Union impose sanctions on Russian owned media outlets,50.8476424,4.3571696
3/3/2022 12:00:00 AM,Government & Political,"In Vienna, Austria, 26 countries voted in support of the resolution of the International Atomic Energy Agency (IAEA) on safety, security and safeguards implications of Russia’s military invasion in Ukraine. China and Russia voted against the resolution. India, Pakistan, Senegal, Vietnam and South Africa abstained from voting, Republic World reported. Source link : https://www.republicworld.com/world-news/russia-ukraine-crisis/iaea-passes-resolution-deploring-russias-attack-on-ukraine-india-abstains-from-voting-articleshow.html",State Action,Austria,Wien,Statement,Countries support IAEA resolution criticising Russia’s military invasion,48.234342,16.4159583
3/3/2022 12:00:00 AM,Government & Political,"In London, England province, United Kingdom, the government imposed sanctions on Russian oligarchs Alisher Usmanov and Igor Shuvalov, after Russia's invaded Ukraine. The sanctioned entities were subject to an assets freeze and travel ban, Independent reported. Source link : https://www.independent.co.uk/news/uk/politics/russia-ukraine-usmanov-shuvalov-sanctions-b2028076.html",State Action,United Kingdom,London,Statement,United Kingdom government imposes sanctions on Russian oligarchs,51.50722,-0.12759
3/9/2022 12:00:00 AM,Government & Political,"In London, England, United Kingdom (UK), independent Opposition Leader Sviatlana Tsikhanouskaya met United Kingdom (UK) Member of Parliament (MP) James Cleverly to discuss the Russian invasion of Ukraine. The leaders also discussed humanitarian responses to Ukraine, according to Sviatlana Tsikhanouskaya’s official Twitter account.
 Source link : https://twitter.com/Tsihanouskaya/status/1501606843122081797",State Action,United Kingdom,London,Statement,Belarusian opposition leader meets UK MP to discuss the Russian invasion of Ukraine,51.50722,-0.12759
3/9/2022 12:00:00 AM,Government & Political,"In Tbilisi, Georgia, Prime Minister Irakli Garibashvili discussed the war in Ukraine and the international peace efforts with Belgian Prime Minister Alexander De Croo  over a phone call. Garibashvili also spoke about its European Union accession application, Agenda reported. Source link : https://agenda.ge/en/news/2022/590",State Action,Georgia,Tbilisi,Statement,Georgian PM and Belgian counterpart discuss over international peace efforts and EU accession application,41.7151377,44.827096
2/24/2022 12:00:00 AM,Government & Political,"In Kyiv city, Kyiv Oblast, Ukraine, the State Border Service introduced a number of additional restrictions in border areas with Belarus including bans on remaining in the area at night, the presence of foreigners, photography and transportation of border guards, Reform reported. Source link : https://reform.by/298550-ukraina-vvodit-ogranichenija-na-prigranichnyh-territorijah-s-belarusju",State Action,Ukraine,Kyiv,Statement,Ukraine's border agency introduces new restrictions in the border areas,50.45,30.523
2/24/2022 12:00:00 AM,Government & Political,"In Kyiv city, Kyiv, Ukraine, the government issued a NOTAM (Notice to Airmen), restricting all civilian flights in the airspace of Kyiv, Dnipro, Lviv, Odesa, Simferopol and Kyiv region, Pravda reported. Source link : https://www.pravda.com.ua/rus/news/2022/02/24/7325249/",State Action,Ukraine,Kyiv,Statement,Ukrainian government issues a NOTAM over its airspace,50.45,30.523
2/20/2022 12:00:00 AM,Government & Political,"In Prague, Hlavní město Praha region, Czech Republic, Prime Minister Petr Fiala stated that Russian Armed Forces could attack Ukraine 'at any moment'. He added that a peaceful resolution of tensions over the Russian military build-up on the Ukraine-Russia border was diminishing, Radio Prague International reported. Source link : https://english.radio.cz/czech-pm-russia-may-attack-ukraine-any-moment-8742534",State Action,Czech Republic,Hlavní mesto Praha,Statement,Czech Prime Minister announces Russia can attack Ukraine at any moment,50.0755381,14.4378005
2/27/2022 12:00:00 AM,Government & Political,"In Warsaw, Mazowieckie region, Poland, Prime Minister’s Office reported queues of several kilometres with tens of thousands of Ukrainians on the border trying to enter Poland, the First News reported. Source link : https://www.thefirstnews.com/article/long-queues-at-polish-border-as-thousands-flee-ukraine-28243",State Action,Poland,Mazowieckie,Statement,Polish Prime Minister reports on Ukrainians trying to enter Poland,52.2296756,21.0122287
3/2/2022 12:00:00 AM,Government & Political,"In Bratislava, Slovakia, the Parliament passed an amendment to the Slovak Cyber Security Act. The act was aimed at allowing the National Security Authority (NBÚ) to shut down websites with malicious content. Potentially leading to cyber security incidents in light of Russian invasion of Ukraine, Spectator reported. Source link : https://spectator.sme.sk/c/22852644/news-digest-ec-president-von-der-leyen-will-arrive-to-slovakia-to-discuss-the-situation-in-ukraine.html",State Action,Slovakia,Bratislava Region,Statement,Slovakian Parliament amends Cyber Security Act,48.1485965,17.1077477
3/10/2022 12:00:00 AM,Government & Political,"In Warsaw, Mazowieckie region, Poland, President Andrzej Sebastian Duda met with Canadian Prime Minister Justin Pierre James Trudeau to discuss the war in Ukraine and humanitarian response. Duda called on Canada and the United States to contribute to post-war recovery funds, the First News reported. Source link : https://www.thefirstnews.com/article/duda-says-he-hopes-for-eu-us-and-canadian-recovery-funds-for-ukraine-28641",State Action,Poland,Mazowieckie,Statement,Polish President meets Canadian PM to discuss the war in Ukraine,52.2296756,21.0122287
3/23/2022 12:00:00 AM,Government & Political,"In Warsaw, Mazowieckie region, Poland, the head of Polish Oil Mining and Gas Extraction (Polskie Górnictwo Naftowe i Gazownictwo: PGNiG) refused to pay for Russian Gas in rubles. Russia demanded the payments in rubles after facing unprecedented sanctions on Moscow over its war in Ukraine, the Moscow Times reported. Source link : https://www.themoscowtimes.com/2022/03/24/poland-refuses-to-pay-for-russian-gas-in-rubles-a77073",State Action,Poland,Mazowieckie,Statement,Poland refuses to pay for Russian gas in rubles,52.2296756,21.0122287
3/25/2022 12:00:00 AM,Government & Political,"In Warsaw, Mazowieckie, Poland, United States President Joe Biden met Ukraine's Minister of Foreign Affairs Dmytro Kuleba and Minister of Defence Oleksii Reznikov. The ministers made a trip out of Ukraine as a possible sign of growing confidence in the fightback against Russian forces, Eye Witness News reported. Source link : https://ewn.co.za/2022/03/26/biden-meets-top-ukrainian-ministers-in-warsaw",State Action,Poland,Mazowieckie,Statement,US President meets Ukrainian ministers in Poland's Warsaw,52.2296756,21.0122287
2/26/2022 12:00:00 AM,Government & Political,"In Nicosia, Cyprus, Minister of Finance Constantinos Petrides stated that the government supported all European Union proposals for sanctions against Russia. The statement came after Russia's invasion of Ukraine, some of the sanctions included cutting off Russia from the Society for Worldwide Interbank Financial Telecommunication (SWIFT) banking system, refuting some domestic and international media reports, Cyprus Mail reported. Source link : https://cyprus-mail.com/2022/02/26/cyprus-did-not-oppose-any-sanctions-against-russia-says-finance-minister/",State Action,Cyprus,Nicosia,Statement,Cypriot Minister of Finance support EU proposals for sanctions against Russia,35.1855659,33.3822764
3/3/2022 12:00:00 AM,Government & Political,"In Nicosia, Cyprus, Commissioner for Citizens' Panayiotis Sentonas reported sending of the first convoy of humanitarian aid from Cyprus to Ukraine. The announced aid was under the consultation with the European Union civil protection mechanism that would set off on 8 March 2022. The announced aid consisted of pharmaceuticals worth EUR700,000, food donations, and civil defence equipment including tents, Cyprus Mail reported. Source link : https://cyprus-mail.com/2022/03/02/aid-from-cyprus-to-ukraine-to-leave-on-tuesday/",State Action,Cyprus,Nicosia,Statement,Cypriot Commissioner for Citizens' announces humanitarian aid for Ukraine,35.1855659,33.3822764
3/3/2022 12:00:00 AM,Government & Political,"In Nicosia, Cyprus, Ministry of Foreign Affairs spokesperson Demetris Demetriou stated that the government is still trying to evacuate its civilians. He reported around 50 Cypriot citizens in Ukraine and 10 Ukrainians with permanent residence in Cyprus would be evacuated. He further said that the evacuation of individual citizens was difficult due to the security situation, Cyprus Mail reported. Source link : https://cyprus-mail.com/2022/03/03/cyprus-still-working-to-evacuate-all-of-its-citizens-from-ukraine/",State Action,Cyprus,Nicosia,Statement,Cypriot Ministry of Foreign Affairs spokesperson reports on evacuating civilians from Ukraine,35.1855659,33.3822764
3/16/2022 12:00:00 AM,Government & Political,"In Ankara, Turkey, President Andrzej Sebastian Duda met with Turkish President Recep Tayyip Erdoğan to discuss the war in Ukraine. The meeting was to discuss assistance from the international community to accommodate the large flows of Ukrainian refugees that entered Poland, the First News reported. Source link : https://www.thefirstnews.com/article/duda-calls-for-international-help-in-ukrainian-refugee-crisis-28830",State Action,Turkey,Ankara,Statement,Polish President meets Turkish President to discuss the war in Ukraine,39.9333635,32.8597419
2/17/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, the Minister of Foreign Affairs of Poland Zbigniew Rau, Minister of Foreign Affairs of Ukraine Dmytro Kuleba, and the United Kingdom's Secretary of State Liz Truss announced they will sign the previously announced trilateral memorandum of cooperation, aimed at ensuring stability in Ukraine amid Russian military aggression, the First News reported. Source link : https://www.thefirstnews.com/article/polish-ukrainian-british-fms-announce-cooperation-accord-27956",State Action,Ukraine,Kyiv,Statement,"Poland, Ukraine and UK sign trilateral memorandum of cooperation",50.457,30.521
2/17/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, President Volodymyr Zelenskyy stated Ukraine’s readiness to hold any format of talks with Russian government officials to reduce ongoing military tensions, but criticised Russia’s perceived unwillingness to enter into a real conversation, President Government reported. Source link : https://www.president.gov.ua/news/ukrayina-gotova-do-bud-yakogo-formatu-peremovin-iz-rosiyeyu-72953?fbclid=IwAR2bFv3sCLAewhHUvlfhSBgpqHwztDxVIviqrlnJ74Dzn-G4JIBEd8CPOGE",State Action,Ukraine,Kyiv,Statement,Ukraine’s President plans to meet Russian government officials,50.448,30.534
2/20/2022 12:00:00 AM,Government & Political,"In Tbilisi, Georgia, Minister of Foreign Affairs David Zalkalian met with Ukrainian counterpart Dmytro Kuleba to discuss Russia's military aggression towards Ukraine, agreeing on the need to intensify diplomacy through bilateral and multiracial formats ​to de-escalate the situation, Agenda reported. Source link : https://agenda.ge/en/news/2022/378",State Action,Georgia,Tbilisi,Statement,Georgian Minister of Foreign Affairs meets Ukrainian counterpart to discuss Russia-Ukraine aggression,41.7751688,44.7952022
3/8/2022 12:00:00 AM,Government & Political,"In Moscow, the Russian Federation, Russian Ministry of Defence confirmed the successful evacuation of over 720 civilians from the war. Civilians were evacuated from the Ukrainian City of Sumy to the settlement of Poltava, located at the Russia-Ukraine state border. A Russian-backed humanitarian corridor evacuated Indian, Chinese, Jordanian, and Tunisian citizens, CNN reported. Source link : https://edition.cnn.com/europe/live-news/ukraine-russia-putin-news-03-08-22/h_4e74e92c810d9f863df0789637e05001",State Action,Russian Federation,Moscow,Statement,Russian Ministry of Defence evacuate of civilians from Ukraine,55.756,37.617
3/8/2022 12:00:00 AM,Government & Political,"In Moscow, Russian Federation, Deputy Prime Minister Alexander Novak threatened to halt natural gas deliveries to Europe. The deliveries via the Gazprom-owned Nord Stream 1, in retaliation for international sanctions would be halted, CNN reported. Source link : https://edition.cnn.com/europe/live-news/ukraine-russia-putin-news-03-08-22/h_25b31b96441bb005da566b39321d44fe",State Action,Russian Federation,Moscow,Statement,Russian Deputy PM threatens to halt natural gas deliveries to Europe,55.756,37.617
3/8/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, President Volodymyr Oleksandrovych Zelenskyy dismissed Kirovohrad governor Maria Chorna and appointed Kropyvnytskyi mayor Andriy Raykovich to the post, Kypur reported. Source link : https://www.kypur.net/mariya-chorna-u-mene-vse-ok-ya-zalyshayusya-v-oblasti/",State Action,Ukraine,Kyiv,Statement,Ukraine's President appoints Kropyvnytskyi mayor as Kirovohrad governor,50.45,30.523
3/9/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, authorities banned wheat exports, in the context of the Russian invasion. Ukraine was a major wheat import source for Egypt, AP News reported. Source link : https://apnews.com/article/russia-ukraine-business-europe-global-trade-38159046f7744b8c660ee7582dd392bf",State Action,Ukraine,Kyiv,Statement,Ukrainian authorities bans exporting wheat products,50.45,30.523
3/15/2022 12:00:00 AM,Government & Political,"In Mariupol, Donetsk region, Ukraine, the Organization for Security and Co-operation in Europe (OSCE) began an evacuation operation with Greek officials that the was underway in Ukraine's Mariupol. The operation was to evacuate Greek Consul General Manolis Androulakis and local OSCE staff, Ekathimerini reported. Source link : https://www.ekathimerini.com/news/1179820/operation-to-evacuate-greek-consul-general-in-mariupol-underway/",State Action,Ukraine,Attica,Statement,OSCE begin an operation to evacuate Greek Consul General from Ukraine in Ukraine's Mariupol,47.097133,37.543367
3/21/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, North Atlantic Treaty Organization (NATO) Secretary General Jens Stoltenberg stated that the NATO allies are stepping up their support for Ukraine. NATO plans to provide arms supplies and humanitarian aid, as well as through billions of dollars in aid to its economy, Libya Akhbar reported. Source link : https://www.libyaakhbar.com/news/1812387.html",State Action,Ukraine,Kyiv,Statement,NATO allies support Ukraine through humanitarian aid,50.45,30.523
3/24/2022 12:00:00 AM,Government & Political,"At the Verkhovna Rada of Ukraine, Kyiv, Ukraine, the Ukrainian parliament appointed Mykola Solskyy as the new Minister of Agriculture. The appointment was after Roman Leshchenko stepped down from the post, BBC Monitoring reported. Source link : https://monitoring.bbc.co.uk/product/c203c999",State Action,Ukraine,Kyiv,Statement,Ukrainian Parliament appoints new Minister of Agriculture,50.447,30.537
3/25/2022 12:00:00 AM,Government & Political,"In Moscow, Russian Federation, President Vladimir Putin signed a law against citizens found guilty of spreading fake news about the work of officials abroad. The civilians will be sentenced to up to 15 years in jail, Interfax news agency reported. Source link : https://www.voanews.com/a/latest-developments-in-ukraine-march-25/6501043.html",State Action,Russian Federation,Moscow,Statement,Russian President signs a against civilians spreading fake news,55.755826,37.6173
3/25/2022 12:00:00 AM,Government & Political,"In Moscow, Russian Federation, Deputy Prime Minister and Minister of Foreign Affairs Sheikh Mohammed bin Abdulrahman Al Thani met with Minister of Foreign Affairs of the Russian Federation Sergey Lavrov, where the talks dealt with the situation in Ukraine. There were other unspecified diplomatic talks during the meet, Al Watan Qatar reported. Source link : https://www.al-watan.com/opinion-news-all",State Action,Russian Federation,Moscow,Statement,Russian Minister of Foreign Affairs meets with Qatar's Minister of Foreign Affairs,55.755826,37.6173
2/25/2022 12:00:00 AM,Government & Political,"In Athens, Attica region, Greece, the Ministry of Foreign Affairs stated that the Greek Embassy in Kyiv was being evacuated and that the ambassador requested and received approval to leave Ukraine. Consulates in Mariupol and Odesa would, for the time being, remain in operation, Keep Talking Greece reported. Source link : https://www.keeptalkinggreece.com/2022/02/25/greece-evacuates-embassy-in-kiev-consulates-in-mariupol-odessa-still-in-operation/",State Action,Greece,Attica,Statement,Greek Ministry of Foreign Affairs evacuates ambassador from Ukraine,37.9757877,23.7290908
3/21/2022 12:00:00 AM,Government & Political,"In Athens, Attica region, Greece, the government delivered 14 tons of humanitarian aid to Ukraine. Ukrainian Commander of the Joint Forces of the Armed Forces Lieutenant-General Serhiy Nayev stated that the cargo consisted of medicines, food, and clothing, Greek Reporter reported. Source link : https://greekreporter.com/2022/03/21/greece-delivers-humanitarian-aid-ukraine/",State Action,Greece,Attica,Statement,Greece delivers humanitarian aid to Ukraine,37.98333333,23.733333
3/18/2022 12:00:00 AM,Government & Political,"In Sofia, Bulgaria, Ministry of Foreign Affairs announced the expulsion of 10 Russian diplomats. They were considered for 'activities inconsistent with the Vienna Convention on Diplomatic Relations'. The decision was made against Russian President Vladimir Putin to stop the war against Ukraine, Al Wasat reported. Source link : http://alwasat.ly/news/international/352905",State Action,Bulgaria,Sofia City Province,Statement,Bulgaria's Ministry of Foreign Affairs expel Russian diplomats,42.6977082,23.3218675
2/19/2022 12:00:00 AM,Government & Political,"In Munich, Bayern region, Germany, during the Munich Security Conference Ukraine’s President Volodymyr Zelenskyi called for a summit of the signatories of the Budapest Memorandum on Security Assurances, in an attempt to de-escalate the conflict in eastern Ukraine. Zelenskyi threatened to withdraw from the memorandum otherwise, RBC reported. Source link : https://www.rbc.ru/politics/19/02/2022/621108ac9a7947f316c3b93e?utm_source=facebook&utm_medium=social&utm_campaign=preview&fbclid=IwAR0yErfIwpDzJoY57LO3QLFP4BFVvMBaMBdDJoqMZisdIVZTWrqzWGZMiqU",State Action,Germany,Bayern,Statement,Ukraine’s President call for a summit of the Budapest Memorandum on Security Assurances in Germany's Munich,48.1351253,11.5819806
2/20/2022 12:00:00 AM,Government & Political,"In London, England province, United Kingdom, Prime Minister Alexander Boris de Pfeffel Johnson stated that the United States and United Kingdom could cut off Russian companies’ access to trading in USD and GBP in the event of an invasion of Ukraine, Reuters reported. Source link : https://www.reuters.com/world/europe/west-would-cut-russian-companies-access-dollars-if-ukraine-is-invaded-uks-2022-02-20/",State Action,United Kingdom,London,Statement,United Kingdom's PM states US and UK can cut Russian companies’ access to trading,51.50722,-0.12759
2/20/2022 12:00:00 AM,Government & Political,"In Amsterdam, Noord-Holland region, Netherlands, Ministry of Foreign Affairs stated that the Dutch embassy in Kyiv (Ukraine) would temporarily relocate to the city of Lviv (Ukraine) for security reasons, amid rising concerns of Russian military invasion, NL Times reported. Source link : https://nltimes.nl/2022/02/20/netherlands-moves-ukraine-embassy-lviv-security-concerns-kyiv",State Action,Netherlands,Noord-Holland,Statement,Dutch Ministry of Foreign Affairs states to relocate its embassy in Ukraine to the city of Lviv for security reasons,52.3675734,4.9041389
2/18/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, European Union officials stated that the bloc would consider new restrictive measures to close loopholes on existing sanctions against Belarus. And in the event of Belarus participating in Russia's potential military incursions into Ukraine, Reuters reported. Source link : https://www.reuters.com/world/europe/eu-mulls-new-measures-against-belarus-withdrew-some-staff-kyiv-sources-2022-02-18/",State Action,Belgium,Brussel,Statement,EU considers new measures to close loopholes on Belarus,50.8476424,4.3571696
2/22/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, European Commission's President Ursula Gertrud von der Leyen and the European Council's President Charles Michel issued a statement condemning Russia's recognition of Ukraine's Luhansk and Donetsk oblasts as independent entities and sending troops to these areas a violation of Ukraine's sovereignty and international law, Europa reported. Source link : https://ec.europa.eu/commission/presscorner/detail/en/statement_22_1281",State Action,Belgium,Bruxelles,Statement,European Commission condemns Russia's recognition of independence of Ukraine's LPR and DPR regions.,50.8449979,4.3765079
2/24/2022 12:00:00 AM,Government & Political,"In Düsseldorf, Nordrhein-Westfalen, Germany, the Green party (Grüne) urged the federal government and the federal state North Rhine-Westphalia to help Ukrainian refugees, after Russian troops invaded Ukraine, urging municipalities to prepare respective protection and security facilities, Frankfurter Allgemeine Zeitung reported. Source link : https://www.faz.net/agenturmeldungen/dpa/gruene-nrw-und-bund-muessen-gefluechteten-aus-ukraine-helfen-17829815.html",State Action,Germany,Nordrhein-Westfalen,Statement,Green party urges government to help Ukrainian refugees in Germany's Düsseldorf,51.2277411,6.7734556
2/27/2022 12:00:00 AM,Government & Political,"In Berlin, Germany, the Federal Foreign Office issued a travel warning that restricted civilians to travel to Russia and Ukrainian border areas. The Ministry of Foreign Affairs announced limited use of non-Russian credit cards in Russia and restrictions on air travel between Russia and most European countries, Frankfurter Allgemeine Zeitung reported. Source link : https://www.faz.net/aktuell/politik/ausland/ukraine-liveticker-ukrainer-sollen-russland-verlassen-17804564.html",State Action,Germany,Berlin,Statement,German Federal Office restrict civilians travel to Russia and Ukrainian border areas,52.5200066,13.404954
2/25/2022 12:00:00 AM,Government & Political,"In Madrid, Spain, the Minister of Foreign Affairs, José Manuel Albares Bueno reported the evacuation of Spanish ambassador and diplomatic staff from Ukraine. Along with them there were around 100 Spanish citizens during the Russian invasion of Ukraine who were evacuated as well, Infobae reported. Source link : https://www.infobae.com/america/agencias/2022/02/25/espana-evacua-de-ucrania-a-su-embajadora-y-a-un-centenar-de-ciudadanos/",State Action,Spain,Comunidad de Madrid,Statement,Spanish government evacuates ambassador and diplomatic staff from Ukraine,40.4167754,-3.7037902
2/27/2022 12:00:00 AM,Government & Political,"In Madrid, Spain, Ministry of Foreign Affairs reported that 150 citizens were evacuated from Ukraine, including the Spanish ambassador and the remaining diplomatic staff, after they arrived in Spain, El Diario reported. Source link : https://www.eldiario.es/canariasahora/sociedad/150-espanoles-evacuados-ucrania-llegaran-proxima-madrugada-espana_1_8787626.html",State Action,Spain,Comunidad de Madrid,Statement,Spanish Ministry of Foreign Affairs report on evacuation of ambassador and civilians,40.4167754,-3.7037902
3/3/2022 12:00:00 AM,Government & Political,"In Amsterdam, Noord-Holland region, Netherlands, Prime Minister Mark Rutte announced that the government would be generous in offering shelter to asylum seekers from Ukraine. Adding that first asylum seekers had already been sheltered in the Harskamp in Ede. The Netherlands did everything in its power to help Poland that was receiving most refugees, NL Times reported. Source link : https://nltimes.nl/2022/03/03/netherlands-scaling-plans-ukrainian-refugees-rutte-address-ukrainian-people",State Action,Netherlands,Noord-Holland,Statement,Dutch Prime Minister announces shelter to asylum seekers from Ukraine,52.3675734,4.9041389
3/8/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, the European Union presented its plan for the reduction of Europe’s dependency on Russian natural gas supply. Envisioning the decrease in Russian gas procurement by two-thirds in 2022 and its complete halt by 'well before 2030', CNN reported. Source link : https://edition.cnn.com/europe/live-news/ukraine-russia-putin-news-03-08-22/h_3b6d803c18e3257f0882496d0582c98d",State Action,Belgium,Bruxelles,Statement,EU presents the plan of Europe’s dependency on Russian natural gas supply,50.8456685,4.369108
3/15/2022 12:00:00 AM,Government & Political,"In London, England province, United Kingdom, Prime Minister Alexander Boris de Pfeffel Johnson announced a programe to provide housing facilities to Ukraine refugees. Seized Russian oligarch homes in UK would be used as homes for the refugees, Roya News reported. Source link :",State Action,United Kingdom,London,Statement,UK provide housing to Ukrainian refugees,51.50722,-0.12759
3/21/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, European Union foreign affairs ministers are expected to discuss new sanctions on Russia. Poland and the Baltic states continued its restrictions as Russian Forces continued their invasion of Ukraine leaving a mounting civilian death toll, EU Observer reported. Source link : https://euobserver.com/world/154545",State Action,Belgium,Brussel,Statement,EU foreign affairs ministers are plan discussing new sanctions against Russia,50.8476424,4.3571696
3/10/2022 12:00:00 AM,Government & Political,"In Prague, Czech Republic, Minister of Interior Vít Rakušan stated that over 200,000 Ukrainian refugees had entered Czech Republic since the launch of Russian invasion of Ukraine. He added that the government had issued around 108,000 humanitarian visas to refugees till 10 March 2022, Czech Radio reported. Source link : https://english.radio.cz/number-ukranian-refugees-czechia-nearing-200000-8744387",State Action,Czech Republic,Prague,Statement,Czech Minister of Interior briefs on Ukrainian refugees,50.0988086,14.4218123
3/18/2022 12:00:00 AM,Government & Political,"In Vilnius, Lithuania, the Ministry of Foreign Affairs confirmed that the government had expelled four diplomats of the Embassy of Russia after declaraing them 'undesriable persons'. The ministry stated that the decision was taken in solidarity with Ukraine, DELFI reported. Source link : https://www.delfi.lt/en/politics/lithuania-expels-four-russian-diplomats-in-solidarity-with-ukraine.d?id=89742105",State Action,Lithuania,Vilniaus apskritis,Statement,Lithuania expels four Russian diplomats,54.6898902,25.26896
2/28/2022 12:00:00 AM,Government & Political,"In Tokyo, Japan, Prime Minister Fumio Kishida announced plans to join Western allies in imposing sanctions on Russian central bank by limiting its transactions, and on Belarusian individuals and entities, including President Alexander Lukashenko, over Belarus' alleged involvement in Russia's invasion of Ukraine, Reuters reported. Source link : https://www.reuters.com/business/japan-govt-cbank-executives-meet-ukraine-crisis-jolts-markets-2022-02-28/",State Action,Japan,Tokyo,Statement,Japanese Prime Minister sanctions Russian central bank and Belarusian individuals and entities,35.6731241,139.7425995
2/17/2022 12:00:00 AM,Government & Political,"At United Nations Head Quarters, New York, United States, Secretary of State Antony Blinken during his address at the United Nations Security Council, called on Russia to implement the Minsk Agreements signed in 2015 to resolve the Ukraine conflict peacefully and called on Russia for bringing threat to peace and security, US Department of State reported. Source link : https://www.state.gov/secretary-antony-j-blinken-on-russias-threat-to-peace-and-security-at-the-un-security-council/",State Action,United States,New York,Statement,United States calls on Russia for bringing threat to peace and security,40.7488758,-73.9680091
2/22/2022 12:00:00 AM,Government & Political,"At White House, Washington, District of Columbia, United States, President Joe Biden signed an executive order on blocking property of certain individuals, legal entities and banning certain business transactions, related to Ukraine’s separatist republics of Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR), the White House reported. Source link : https://www.whitehouse.gov/briefing-room/presidential-actions/2022/02/21/executive-order-on-blocking-property-of-certain-persons-and-prohibiting-certain-transactions-with-respect-to-continued-russian-efforts-to-undermine-the-sovereignty-and-territorial-integrity-of-ukraine/",State Action,United States,District of Columbia,Statement,US President signs an executive order sanctioning entities from DPR and LPR,38.8976763,-77.0365298
2/23/2022 12:00:00 AM,Government & Political,"In Washington D.C, United States, President Joe Biden imposed sanctions on Russian natural gas pipeline. The US imposed sanctions on Nord Stream 2 AG, parent company of the Nord Stream 2 pipeline which carried natural gas from Russia to Europe amid Russian military invasion in eastern Ukraine, the Hill reported. Source link : https://thehill.com/policy/energy-environment/595518-biden-imposes-nord-stream-2-sanctions",State Action,United States,District of Columbia,Statement,US President imposes sanctions on Russian gas pipeline,38.8976763,-77.0365298
3/2/2022 12:00:00 AM,Government & Political,"In New York, United States, Armenia abstained from vote on United Nations (UN) resolution ES-11/1 on withdrawal of Russian forces from Ukraine. Russia is Armenia's long-time political and military ally. 141 countries voted in favor, 34 abstained and 5 voted against the resolution, Freedom Radio reported. Source link : https://ru.sputnik.kg/20220302/un-russia-ukraine-rezolyuciya-genassambleya-1062537635.html",State Action,United States,New York,Statement,Armenia abstains from vote on UN resolution on Russia,40.7488758,-73.9680091
3/2/2022 12:00:00 AM,Government & Political,"In Manhattan, New York, the United States, Egypt’s permanent representative to the United Nations (UN) General Assembly Osama Khalek urged for a quick solution to the Russia-Ukraine war. He expressed his concerns about the negative impact of the war on the global economy. He further urged both sides to resort to dialogue and diplomacy and find a peaceful resolution of the conflict, BBC reported. Source link :",State Action,United States,New York,Statement,Egypt’s permanent representative to the UN General Assembly urges for a quick solution to the Russia- Ukraine conflict,40.7398476,-73.9902068
3/9/2022 12:00:00 AM,Government & Political,"In Washington D.C, the United States, the International Monetary Fund (IMF) approved USD1.4 billion of emergency funds to support Ukraine’s public expenditures and help maintain the balance of payments, Economic Times reported.
 Source link : https://economictimes.indiatimes.com/news/international/world-news/imf-approves-1-4-billion-emergency-support-for-ukraine-central-bank-says/articleshow/90100432.cms",State Action,United States,District of Columbia,Statement,IMF approves emergency funds to support Ukraine’s public expenditures,38.8985658,-77.0442842
